id,performance_id,user_location_1,user_location_2,user_location_3,user_location_4,user_location_5,user_location_6,user_location_7,user_location_8,user_location_9,user_location_10,user_location_11,user_location_12,user_location_13,user_location_14,user_location_15,user_location_16,user_location_17,user_location_18,user_location_19,user_location_20
6373,6373,uk,india,us,france,nigeria,canada,germany,pakistan,australia,egypt,mexico,tanzania,russia,morocco,south africa,ghana,indonesia,belgium,portugal,brazil
6374,6374,uk,us,india,nigeria,pakistan,france,australia,germany,canada,russia,tanzania,mexico,portugal,indonesia,ukraine,italy,brazil,south africa,ghana,turkey
6375,6375,uk,us,india,germany,pakistan,nigeria,australia,canada,france,egypt,portugal,ghana,tanzania,mexico,indonesia,ukraine,turkey,poland,brazil,italy
6376,6376,uk,us,india,nigeria,canada,pakistan,germany,france,australia,south africa,tanzania,brazil,poland,morocco,egypt,turkey,italy,indonesia,spain,mexico
6377,6377,india,us,uk,canada,germany,france,pakistan,australia,nigeria,belgium,portugal,morocco,spain,mexico,italy,egypt,brazil,indonesia,ukraine,ghana
6378,6378,uk,us,india,germany,nigeria,australia,france,pakistan,canada,portugal,ukraine,morocco,russia,turkey,italy,poland,tanzania,ghana,spain,brazil
6379,6379,uk,india,us,australia,france,canada,germany,nigeria,pakistan,spain,mexico,russia,brazil,poland,morocco,ukraine,belgium,tanzania,portugal,south africa
6380,6380,us,uk,india,nigeria,france,pakistan,canada,australia,germany,belgium,south africa,ghana,indonesia,tanzania,brazil,mexico,morocco,ukraine,turkey,russia
6381,6381,us,india,uk,france,canada,australia,pakistan,nigeria,germany,mexico,tanzania,morocco,egypt,poland,turkey,indonesia,italy,brazil,south africa,russia
6382,6382,uk,us,india,germany,pakistan,nigeria,australia,canada,france,brazil,mexico,ukraine,morocco,south africa,indonesia,poland,tanzania,spain,portugal,belgium
6383,6383,india,uk,us,nigeria,france,australia,canada,germany,pakistan,turkey,brazil,indonesia,spain,portugal,poland,egypt,russia,ukraine,south africa,tanzania
6384,6384,uk,india,us,france,australia,canada,germany,pakistan,nigeria,poland,italy,tanzania,morocco,brazil,south africa,egypt,indonesia,spain,mexico,belgium
6385,6385,us,uk,india,pakistan,nigeria,australia,canada,germany,france,tanzania,turkey,portugal,poland,belgium,south africa,ukraine,mexico,indonesia,morocco,spain
6386,6386,india,uk,us,nigeria,canada,australia,germany,france,pakistan,italy,portugal,belgium,poland,egypt,mexico,brazil,morocco,russia,indonesia,south africa
6387,6387,uk,us,india,nigeria,pakistan,australia,france,canada,germany,portugal,spain,belgium,brazil,poland,mexico,egypt,turkey,italy,russia,ukraine
6388,6388,uk,us,india,france,nigeria,australia,germany,pakistan,canada,russia,ukraine,poland,indonesia,morocco,mexico,south africa,egypt,spain,turkey,tanzania
6389,6389,uk,us,india,pakistan,canada,germany,australia,nigeria,france,ghana,ukraine,tanzania,russia,poland,italy,egypt,morocco,south africa,portugal,spain
6390,6390,uk,india,us,nigeria,canada,australia,germany,pakistan,france,mexico,russia,indonesia,belgium,poland,turkey,tanzania,ukraine,egypt,morocco,portugal
6391,6391,india,uk,us,pakistan,canada,france,australia,nigeria,germany,russia,spain,italy,belgium,morocco,ghana,brazil,ukraine,egypt,poland,south africa
6392,6392,india,us,uk,canada,france,pakistan,australia,germany,nigeria,spain,brazil,turkey,south africa,ukraine,indonesia,russia,mexico,poland,ghana,portugal
6393,6393,uk,us,india,australia,france,canada,nigeria,pakistan,germany,russia,poland,belgium,ghana,turkey,italy,morocco,south africa,indonesia,ukraine,mexico
6394,6394,uk,india,us,australia,france,pakistan,canada,germany,nigeria,tanzania,mexico,turkey,south africa,morocco,russia,egypt,indonesia,belgium,poland,spain
6395,6395,india,uk,us,germany,australia,france,pakistan,nigeria,canada,mexico,south africa,ghana,egypt,brazil,indonesia,italy,turkey,morocco,poland,ukraine
6396,6396,us,uk,india,france,germany,australia,canada,nigeria,pakistan,egypt,mexico,tanzania,russia,portugal,belgium,indonesia,morocco,ukraine,south africa,turkey
6397,6397,uk,india,us,canada,france,pakistan,germany,nigeria,australia,ukraine,tanzania,indonesia,ghana,russia,belgium,poland,brazil,morocco,turkey,portugal
6398,6398,uk,us,india,australia,pakistan,nigeria,france,germany,canada,ghana,portugal,tanzania,ukraine,egypt,indonesia,belgium,morocco,russia,south africa,spain
6399,6399,us,uk,india,nigeria,pakistan,australia,germany,france,canada,egypt,ghana,mexico,morocco,russia,poland,ukraine,belgium,brazil,spain,tanzania
6400,6400,us,india,uk,germany,australia,pakistan,canada,nigeria,france,indonesia,egypt,russia,brazil,italy,tanzania,south africa,portugal,poland,spain,belgium
6401,6401,uk,us,india,canada,pakistan,nigeria,germany,australia,france,tanzania,ghana,turkey,indonesia,belgium,mexico,egypt,italy,russia,brazil,ukraine
6402,6402,us,uk,india,france,pakistan,nigeria,canada,australia,germany,morocco,egypt,spain,turkey,belgium,poland,tanzania,ghana,italy,ukraine,portugal
6403,6403,us,uk,india,germany,australia,nigeria,france,pakistan,canada,mexico,south africa,ukraine,ghana,turkey,indonesia,poland,morocco,portugal,russia,tanzania
6404,6404,india,us,uk,canada,australia,germany,nigeria,pakistan,france,morocco,russia,italy,ukraine,brazil,mexico,indonesia,turkey,tanzania,portugal,egypt
6405,6405,uk,india,us,germany,nigeria,australia,canada,france,pakistan,ghana,russia,spain,italy,south africa,portugal,indonesia,tanzania,mexico,poland,turkey
6406,6406,uk,us,india,canada,france,pakistan,germany,australia,nigeria,spain,egypt,portugal,indonesia,brazil,turkey,morocco,mexico,poland,ukraine,russia
6407,6407,uk,us,india,pakistan,australia,france,germany,canada,nigeria,spain,russia,mexico,south africa,turkey,belgium,brazil,egypt,indonesia,tanzania,ukraine
6408,6408,uk,india,us,australia,canada,pakistan,germany,france,nigeria,russia,spain,tanzania,ghana,south africa,ukraine,poland,egypt,belgium,italy,mexico
6409,6409,uk,india,us,france,australia,nigeria,germany,canada,pakistan,brazil,egypt,russia,ukraine,turkey,ghana,morocco,belgium,south africa,italy,indonesia
6410,6410,uk,us,india,canada,australia,nigeria,germany,pakistan,france,brazil,ghana,spain,belgium,south africa,italy,poland,portugal,mexico,tanzania,morocco
6411,6411,uk,us,india,france,australia,canada,nigeria,germany,pakistan,portugal,poland,spain,ukraine,tanzania,turkey,mexico,belgium,egypt,brazil,russia
6412,6412,uk,us,india,france,nigeria,pakistan,canada,germany,australia,turkey,ghana,mexico,ukraine,morocco,poland,russia,tanzania,egypt,italy,spain
6413,6413,uk,us,india,france,pakistan,nigeria,australia,canada,germany,spain,poland,belgium,italy,turkey,portugal,brazil,russia,ghana,morocco,indonesia
6414,6414,uk,india,us,germany,australia,canada,nigeria,france,pakistan,mexico,belgium,tanzania,russia,spain,south africa,brazil,ghana,portugal,poland,italy
6415,6415,uk,india,us,germany,canada,australia,nigeria,pakistan,france,brazil,turkey,spain,tanzania,portugal,egypt,russia,morocco,ukraine,belgium,italy
6416,6416,india,uk,us,australia,nigeria,canada,pakistan,germany,france,poland,russia,south africa,belgium,ghana,tanzania,italy,indonesia,ukraine,egypt,mexico
6417,6417,india,uk,us,france,pakistan,australia,nigeria,germany,canada,poland,tanzania,egypt,indonesia,russia,ukraine,ghana,brazil,italy,portugal,mexico
6418,6418,india,uk,us,france,australia,canada,pakistan,germany,nigeria,mexico,poland,morocco,turkey,brazil,ghana,ukraine,portugal,spain,tanzania,south africa
6419,6419,india,uk,us,germany,france,pakistan,nigeria,canada,australia,russia,indonesia,italy,egypt,turkey,mexico,south africa,poland,brazil,tanzania,portugal
6420,6420,uk,us,india,germany,canada,australia,france,nigeria,pakistan,morocco,portugal,poland,tanzania,mexico,indonesia,russia,spain,italy,ghana,brazil
6421,6421,uk,india,us,germany,pakistan,canada,australia,nigeria,france,brazil,poland,ukraine,indonesia,russia,spain,belgium,ghana,portugal,turkey,italy
6422,6422,uk,india,us,pakistan,germany,nigeria,canada,australia,france,turkey,poland,portugal,ghana,brazil,spain,russia,mexico,indonesia,egypt,italy
6423,6423,uk,us,india,canada,pakistan,australia,nigeria,germany,france,morocco,ukraine,brazil,poland,mexico,tanzania,spain,italy,portugal,south africa,indonesia
6424,6424,uk,india,us,canada,pakistan,germany,australia,france,nigeria,egypt,south africa,indonesia,belgium,ukraine,poland,tanzania,portugal,italy,brazil,mexico
6425,6425,uk,us,india,australia,nigeria,germany,canada,pakistan,france,south africa,portugal,spain,ghana,indonesia,morocco,poland,russia,egypt,ukraine,italy
6426,6426,uk,us,india,australia,nigeria,canada,germany,pakistan,france,belgium,south africa,mexico,tanzania,ghana,turkey,morocco,indonesia,russia,italy,ukraine
6427,6427,uk,india,us,pakistan,france,canada,germany,nigeria,australia,south africa,portugal,brazil,indonesia,tanzania,italy,poland,mexico,spain,turkey,belgium
6428,6428,us,uk,india,canada,australia,nigeria,france,germany,pakistan,russia,ukraine,belgium,egypt,ghana,italy,south africa,spain,turkey,indonesia,poland
6429,6429,uk,india,us,nigeria,pakistan,germany,australia,france,canada,indonesia,south africa,poland,ukraine,turkey,ghana,tanzania,spain,italy,belgium,brazil
6430,6430,uk,india,us,canada,pakistan,germany,nigeria,australia,france,south africa,ukraine,brazil,italy,belgium,tanzania,mexico,morocco,turkey,ghana,egypt
6431,6431,uk,india,us,nigeria,france,pakistan,germany,australia,canada,ghana,turkey,tanzania,ukraine,belgium,mexico,brazil,poland,indonesia,egypt,spain
6432,6432,uk,us,india,australia,pakistan,france,germany,nigeria,canada,turkey,mexico,egypt,tanzania,ghana,italy,poland,portugal,spain,russia,south africa
6433,6433,uk,us,india,canada,pakistan,nigeria,germany,australia,france,egypt,brazil,ghana,russia,ukraine,turkey,italy,morocco,poland,portugal,belgium
6434,6434,uk,us,india,nigeria,canada,pakistan,germany,france,australia,mexico,poland,spain,belgium,turkey,morocco,south africa,egypt,russia,tanzania,brazil
6435,6435,uk,india,us,canada,australia,germany,pakistan,france,nigeria,belgium,ukraine,indonesia,poland,egypt,spain,south africa,morocco,brazil,portugal,italy
6436,6436,uk,us,india,australia,germany,pakistan,france,nigeria,canada,tanzania,ukraine,mexico,egypt,portugal,south africa,morocco,indonesia,poland,spain,turkey
6437,6437,uk,india,us,pakistan,france,australia,germany,nigeria,canada,poland,turkey,indonesia,brazil,italy,portugal,ukraine,south africa,mexico,morocco,egypt
6438,6438,uk,us,india,australia,canada,nigeria,germany,france,pakistan,portugal,morocco,indonesia,ukraine,italy,spain,mexico,south africa,belgium,turkey,poland
6439,6439,uk,us,india,australia,germany,pakistan,canada,france,nigeria,poland,egypt,ukraine,portugal,south africa,indonesia,belgium,tanzania,italy,brazil,spain
6440,6440,india,us,uk,pakistan,canada,australia,nigeria,germany,france,egypt,spain,indonesia,turkey,brazil,russia,italy,ukraine,south africa,mexico,portugal
6441,6441,uk,india,us,canada,nigeria,germany,pakistan,australia,france,italy,portugal,morocco,turkey,poland,mexico,belgium,ukraine,ghana,south africa,russia
6442,6442,uk,india,us,pakistan,canada,france,nigeria,germany,australia,egypt,tanzania,ghana,indonesia,mexico,ukraine,spain,turkey,italy,south africa,brazil
6443,6443,uk,india,us,nigeria,france,australia,pakistan,canada,germany,belgium,indonesia,egypt,italy,ukraine,morocco,russia,tanzania,poland,turkey,portugal
6444,6444,uk,india,us,pakistan,nigeria,canada,france,germany,australia,indonesia,poland,mexico,belgium,turkey,russia,egypt,brazil,tanzania,italy,portugal
6445,6445,uk,india,us,france,nigeria,pakistan,canada,australia,germany,brazil,mexico,indonesia,ghana,turkey,spain,egypt,morocco,poland,russia,tanzania
6446,6446,uk,india,us,canada,pakistan,nigeria,germany,australia,france,indonesia,italy,portugal,belgium,ghana,turkey,morocco,poland,ukraine,tanzania,mexico
6447,6447,uk,us,india,australia,pakistan,canada,germany,france,nigeria,tanzania,mexico,ghana,south africa,russia,egypt,turkey,portugal,italy,spain,ukraine
6448,6448,uk,us,india,australia,france,germany,pakistan,nigeria,canada,poland,mexico,italy,turkey,spain,tanzania,egypt,ghana,portugal,ukraine,morocco
6449,6449,uk,india,us,pakistan,germany,canada,france,australia,nigeria,south africa,mexico,russia,ukraine,indonesia,morocco,brazil,belgium,ghana,spain,turkey
6450,6450,uk,india,us,australia,germany,pakistan,canada,france,nigeria,russia,poland,brazil,south africa,tanzania,portugal,ghana,belgium,italy,morocco,spain
6451,6451,us,india,uk,france,nigeria,canada,australia,pakistan,germany,italy,ghana,poland,spain,brazil,russia,portugal,morocco,turkey,mexico,tanzania
6452,6452,uk,us,india,australia,germany,canada,pakistan,france,nigeria,poland,spain,belgium,south africa,morocco,brazil,ukraine,ghana,indonesia,portugal,italy
6453,6453,uk,us,india,canada,pakistan,nigeria,australia,france,germany,brazil,turkey,mexico,south africa,spain,morocco,italy,portugal,belgium,indonesia,egypt
6454,6454,uk,india,us,pakistan,canada,france,australia,germany,nigeria,belgium,turkey,morocco,poland,south africa,egypt,russia,ghana,italy,ukraine,brazil
6455,6455,uk,india,us,nigeria,germany,australia,france,canada,pakistan,portugal,italy,spain,russia,mexico,belgium,egypt,tanzania,brazil,poland,morocco
6456,6456,uk,india,us,australia,pakistan,france,germany,canada,nigeria,tanzania,belgium,brazil,egypt,spain,poland,ukraine,south africa,portugal,morocco,turkey
6457,6457,india,uk,us,canada,france,germany,pakistan,nigeria,australia,ukraine,ghana,south africa,belgium,tanzania,portugal,turkey,egypt,spain,poland,russia
6458,6458,india,us,uk,nigeria,france,australia,canada,pakistan,germany,indonesia,russia,ukraine,spain,ghana,poland,belgium,mexico,egypt,brazil,portugal
6459,6459,us,india,uk,nigeria,germany,canada,france,australia,pakistan,italy,indonesia,portugal,tanzania,morocco,russia,turkey,ukraine,brazil,mexico,south africa
6460,6460,uk,us,india,canada,germany,pakistan,australia,nigeria,france,ukraine,egypt,portugal,brazil,south africa,morocco,mexico,poland,spain,russia,italy
6461,6461,us,uk,india,australia,canada,france,pakistan,nigeria,germany,spain,indonesia,poland,ukraine,mexico,russia,morocco,ghana,turkey,brazil,italy
6462,6462,uk,india,us,pakistan,france,canada,nigeria,australia,germany,turkey,tanzania,belgium,portugal,brazil,poland,ghana,morocco,italy,egypt,south africa
6463,6463,uk,india,us,australia,canada,germany,france,nigeria,pakistan,belgium,turkey,tanzania,ghana,mexico,russia,morocco,poland,spain,brazil,italy
6464,6464,us,uk,india,australia,canada,france,germany,pakistan,nigeria,mexico,ghana,indonesia,brazil,morocco,spain,south africa,turkey,poland,ukraine,egypt
6465,6465,uk,india,us,australia,nigeria,germany,canada,france,pakistan,russia,brazil,egypt,belgium,tanzania,indonesia,morocco,portugal,spain,ghana,south africa
6466,6466,india,uk,us,australia,pakistan,france,germany,canada,nigeria,portugal,turkey,south africa,egypt,indonesia,mexico,ukraine,russia,brazil,belgium,ghana
6467,6467,uk,us,india,pakistan,australia,canada,germany,france,nigeria,brazil,portugal,south africa,ukraine,mexico,morocco,ghana,belgium,turkey,indonesia,egypt
6468,6468,uk,india,us,germany,pakistan,canada,france,australia,nigeria,morocco,tanzania,belgium,italy,spain,egypt,indonesia,russia,poland,ukraine,mexico
6469,6469,uk,us,india,australia,france,nigeria,germany,canada,pakistan,belgium,poland,mexico,ukraine,egypt,italy,turkey,ghana,morocco,spain,brazil
6470,6470,uk,us,india,france,canada,germany,pakistan,nigeria,australia,belgium,italy,ghana,russia,turkey,morocco,poland,ukraine,tanzania,spain,indonesia
6471,6471,uk,us,india,canada,france,nigeria,pakistan,australia,germany,spain,portugal,south africa,mexico,poland,russia,ghana,turkey,indonesia,belgium,tanzania
6472,6472,uk,us,india,pakistan,nigeria,france,germany,australia,canada,indonesia,south africa,egypt,ukraine,spain,poland,ghana,italy,turkey,tanzania,mexico
6473,6473,uk,us,india,france,nigeria,pakistan,germany,australia,canada,turkey,indonesia,belgium,egypt,tanzania,italy,south africa,spain,brazil,mexico,morocco
6474,6474,uk,us,india,france,germany,canada,australia,nigeria,pakistan,indonesia,portugal,ghana,turkey,south africa,spain,brazil,egypt,italy,belgium,morocco
6475,6475,uk,us,india,pakistan,france,nigeria,germany,australia,canada,ghana,ukraine,portugal,indonesia,morocco,egypt,brazil,spain,russia,poland,belgium
6476,6476,uk,india,us,australia,germany,nigeria,canada,pakistan,france,poland,brazil,italy,ukraine,indonesia,morocco,portugal,egypt,mexico,russia,spain
6477,6477,uk,us,india,canada,france,australia,nigeria,germany,pakistan,morocco,poland,egypt,ghana,russia,ukraine,indonesia,turkey,tanzania,italy,mexico
6478,6478,uk,us,india,germany,france,canada,nigeria,pakistan,australia,morocco,egypt,belgium,indonesia,brazil,poland,italy,ghana,ukraine,south africa,turkey
6479,6479,india,uk,us,france,pakistan,australia,nigeria,canada,germany,ukraine,south africa,italy,mexico,indonesia,egypt,tanzania,belgium,brazil,turkey,portugal
6480,6480,uk,india,us,nigeria,pakistan,canada,france,australia,germany,belgium,spain,italy,indonesia,poland,turkey,tanzania,portugal,ukraine,south africa,brazil
6481,6481,us,uk,india,pakistan,australia,france,nigeria,canada,germany,brazil,spain,egypt,italy,portugal,tanzania,ukraine,belgium,indonesia,mexico,ghana
6482,6482,uk,us,india,france,nigeria,australia,pakistan,canada,germany,indonesia,poland,morocco,russia,tanzania,italy,ukraine,belgium,portugal,brazil,ghana
6483,6483,uk,us,india,canada,germany,pakistan,france,australia,nigeria,poland,morocco,turkey,egypt,belgium,indonesia,south africa,russia,tanzania,mexico,ghana
6484,6484,uk,india,us,france,australia,canada,pakistan,germany,nigeria,brazil,egypt,ghana,italy,tanzania,ukraine,poland,morocco,spain,belgium,portugal
6485,6485,uk,us,india,france,pakistan,canada,germany,nigeria,australia,south africa,egypt,ghana,turkey,ukraine,spain,italy,russia,portugal,belgium,tanzania
6486,6486,uk,us,india,france,germany,canada,australia,nigeria,pakistan,brazil,poland,ghana,ukraine,belgium,morocco,mexico,indonesia,italy,egypt,portugal
6487,6487,uk,us,india,nigeria,germany,canada,france,pakistan,australia,egypt,south africa,spain,ukraine,ghana,mexico,italy,brazil,portugal,turkey,morocco
6488,6488,india,uk,us,canada,france,germany,australia,pakistan,nigeria,spain,portugal,egypt,russia,brazil,indonesia,mexico,poland,italy,turkey,tanzania
6489,6489,uk,us,india,australia,nigeria,france,germany,pakistan,canada,belgium,brazil,italy,indonesia,russia,ukraine,ghana,mexico,morocco,portugal,poland
6490,6490,us,uk,india,france,pakistan,germany,nigeria,australia,canada,brazil,poland,belgium,portugal,ukraine,indonesia,morocco,turkey,egypt,russia,ghana
6491,6491,uk,us,india,australia,canada,germany,pakistan,nigeria,france,morocco,poland,italy,turkey,portugal,egypt,spain,brazil,south africa,russia,mexico
6492,6492,uk,us,india,canada,france,pakistan,australia,germany,nigeria,morocco,turkey,poland,brazil,belgium,ghana,italy,russia,ukraine,egypt,spain
6493,6493,uk,us,india,australia,france,canada,nigeria,germany,pakistan,poland,portugal,ukraine,egypt,tanzania,turkey,morocco,belgium,mexico,ghana,italy
6494,6494,uk,india,us,australia,germany,france,nigeria,canada,pakistan,mexico,brazil,egypt,tanzania,russia,belgium,portugal,italy,turkey,poland,morocco
6495,6495,uk,india,us,germany,canada,france,nigeria,australia,pakistan,indonesia,tanzania,russia,spain,turkey,italy,morocco,poland,south africa,belgium,ukraine
6496,6496,india,uk,us,australia,germany,nigeria,canada,pakistan,france,russia,ghana,brazil,egypt,south africa,belgium,indonesia,spain,tanzania,italy,ukraine
6497,6497,us,india,uk,germany,australia,france,pakistan,nigeria,canada,spain,turkey,brazil,ukraine,south africa,morocco,mexico,italy,indonesia,tanzania,portugal
6498,6498,uk,us,india,australia,germany,nigeria,france,pakistan,canada,tanzania,turkey,poland,portugal,spain,morocco,ghana,ukraine,mexico,russia,italy
6499,6499,uk,us,india,nigeria,australia,pakistan,france,germany,canada,tanzania,belgium,spain,italy,portugal,brazil,mexico,south africa,turkey,ukraine,morocco
6500,6500,uk,india,us,nigeria,france,germany,canada,pakistan,australia,indonesia,tanzania,poland,russia,belgium,brazil,spain,ghana,portugal,mexico,egypt
6501,6501,uk,india,us,nigeria,germany,australia,france,canada,pakistan,portugal,indonesia,russia,poland,turkey,ghana,ukraine,egypt,italy,spain,belgium
6502,6502,uk,india,us,australia,canada,nigeria,pakistan,france,germany,turkey,ukraine,indonesia,russia,portugal,south africa,egypt,spain,ghana,tanzania,morocco
6503,6503,uk,us,india,germany,pakistan,australia,canada,france,nigeria,spain,poland,portugal,indonesia,tanzania,egypt,ghana,ukraine,turkey,mexico,brazil
6504,6504,uk,india,us,nigeria,canada,france,germany,pakistan,australia,mexico,south africa,indonesia,egypt,ukraine,ghana,spain,morocco,brazil,italy,portugal
6505,6505,uk,us,india,canada,nigeria,pakistan,australia,france,germany,mexico,indonesia,ukraine,italy,turkey,morocco,south africa,brazil,poland,tanzania,ghana
6506,6506,india,uk,us,france,canada,germany,nigeria,pakistan,australia,indonesia,russia,tanzania,ukraine,belgium,poland,mexico,south africa,morocco,spain,ghana
6507,6507,india,uk,us,canada,nigeria,australia,pakistan,germany,france,ukraine,brazil,italy,egypt,portugal,belgium,mexico,ghana,tanzania,spain,morocco
6508,6508,uk,us,india,france,nigeria,canada,germany,pakistan,australia,egypt,south africa,poland,portugal,ghana,indonesia,spain,tanzania,italy,turkey,belgium
6509,6509,uk,india,us,canada,australia,nigeria,france,pakistan,germany,ghana,poland,brazil,tanzania,turkey,morocco,ukraine,portugal,mexico,belgium,italy
6510,6510,uk,us,india,canada,nigeria,france,australia,pakistan,germany,portugal,belgium,indonesia,egypt,tanzania,ukraine,morocco,mexico,ghana,south africa,russia
6511,6511,uk,india,us,france,nigeria,canada,pakistan,australia,germany,spain,italy,mexico,portugal,poland,ukraine,morocco,brazil,south africa,turkey,belgium
6512,6512,uk,us,india,germany,france,nigeria,canada,australia,pakistan,ghana,indonesia,belgium,russia,spain,brazil,egypt,south africa,turkey,italy,portugal
6513,6513,uk,us,india,nigeria,france,canada,australia,germany,pakistan,ghana,poland,ukraine,brazil,turkey,italy,mexico,portugal,indonesia,south africa,russia
6514,6514,uk,india,us,australia,canada,pakistan,france,nigeria,germany,south africa,turkey,spain,indonesia,ghana,belgium,italy,portugal,tanzania,egypt,ukraine
6515,6515,uk,us,india,germany,canada,nigeria,france,australia,pakistan,russia,egypt,brazil,mexico,poland,portugal,ghana,belgium,morocco,south africa,tanzania
6516,6516,india,uk,us,france,pakistan,canada,germany,australia,nigeria,ghana,mexico,belgium,south africa,italy,tanzania,egypt,spain,indonesia,ukraine,poland
6517,6517,us,india,uk,germany,australia,canada,pakistan,france,nigeria,indonesia,ghana,poland,south africa,spain,tanzania,belgium,italy,morocco,mexico,russia
6518,6518,uk,india,us,france,germany,canada,pakistan,nigeria,australia,brazil,tanzania,egypt,indonesia,ukraine,turkey,morocco,ghana,poland,italy,russia
6519,6519,uk,us,india,france,pakistan,australia,germany,canada,nigeria,indonesia,egypt,tanzania,italy,turkey,ukraine,russia,morocco,poland,brazil,mexico
6520,6520,uk,india,us,nigeria,france,canada,pakistan,australia,germany,spain,brazil,russia,ghana,belgium,egypt,ukraine,portugal,mexico,indonesia,turkey
6521,6521,uk,india,us,canada,nigeria,pakistan,france,germany,australia,morocco,mexico,indonesia,portugal,spain,italy,tanzania,russia,turkey,brazil,south africa
6522,6522,uk,us,india,canada,germany,france,australia,pakistan,nigeria,indonesia,poland,brazil,ghana,morocco,ukraine,portugal,tanzania,south africa,russia,spain
6523,6523,india,us,uk,france,australia,nigeria,canada,pakistan,germany,italy,russia,ghana,tanzania,poland,spain,portugal,turkey,egypt,ukraine,mexico
6524,6524,uk,india,us,australia,pakistan,germany,canada,nigeria,france,morocco,ghana,turkey,indonesia,russia,tanzania,egypt,brazil,italy,ukraine,belgium
6525,6525,uk,us,india,nigeria,canada,pakistan,france,australia,germany,ukraine,russia,portugal,indonesia,poland,turkey,tanzania,brazil,mexico,italy,belgium
6526,6526,uk,india,us,germany,nigeria,australia,canada,pakistan,france,poland,ukraine,south africa,spain,russia,brazil,portugal,egypt,morocco,tanzania,indonesia
6527,6527,uk,us,india,nigeria,germany,france,canada,australia,pakistan,turkey,egypt,belgium,portugal,spain,italy,ghana,south africa,brazil,russia,morocco
6528,6528,india,uk,us,germany,pakistan,australia,france,nigeria,canada,ghana,south africa,russia,turkey,mexico,poland,tanzania,indonesia,portugal,spain,brazil
6529,6529,uk,us,india,canada,germany,france,pakistan,australia,nigeria,brazil,egypt,portugal,belgium,ghana,poland,tanzania,indonesia,russia,spain,turkey
6530,6530,us,uk,india,germany,australia,nigeria,pakistan,canada,france,south africa,belgium,egypt,portugal,ghana,morocco,indonesia,mexico,italy,russia,tanzania
6531,6531,us,india,uk,canada,pakistan,france,germany,nigeria,australia,ghana,egypt,portugal,belgium,morocco,ukraine,south africa,spain,brazil,tanzania,indonesia
6532,6532,uk,india,us,nigeria,canada,australia,france,germany,pakistan,turkey,south africa,brazil,tanzania,ghana,poland,ukraine,indonesia,italy,belgium,morocco
6533,6533,uk,india,us,germany,canada,pakistan,nigeria,australia,france,indonesia,italy,portugal,spain,mexico,russia,egypt,ghana,tanzania,brazil,ukraine
6534,6534,uk,india,us,pakistan,france,canada,nigeria,germany,australia,tanzania,turkey,russia,south africa,ukraine,mexico,poland,egypt,spain,italy,ghana
6535,6535,india,us,uk,pakistan,canada,france,germany,australia,nigeria,russia,ukraine,indonesia,poland,italy,belgium,ghana,brazil,mexico,spain,egypt
6536,6536,uk,us,india,france,germany,canada,australia,nigeria,pakistan,italy,poland,morocco,belgium,turkey,spain,portugal,mexico,russia,south africa,ghana
6537,6537,uk,us,india,canada,germany,australia,pakistan,nigeria,france,poland,ukraine,ghana,south africa,turkey,russia,italy,belgium,mexico,tanzania,brazil
6538,6538,uk,india,us,australia,canada,pakistan,nigeria,france,germany,poland,russia,ukraine,brazil,ghana,turkey,belgium,spain,egypt,italy,indonesia
6539,6539,uk,us,india,nigeria,france,pakistan,australia,germany,canada,egypt,belgium,italy,poland,russia,turkey,indonesia,south africa,brazil,tanzania,spain
6540,6540,uk,us,india,pakistan,canada,france,germany,nigeria,australia,russia,portugal,indonesia,tanzania,morocco,egypt,belgium,mexico,brazil,italy,ukraine
6541,6541,uk,us,india,australia,germany,canada,france,nigeria,pakistan,ukraine,brazil,egypt,indonesia,mexico,russia,italy,portugal,turkey,morocco,south africa
6542,6542,uk,india,us,france,pakistan,nigeria,canada,australia,germany,ukraine,poland,ghana,turkey,portugal,brazil,belgium,morocco,south africa,tanzania,mexico
6543,6543,uk,us,india,germany,pakistan,france,canada,nigeria,australia,ukraine,portugal,egypt,mexico,italy,south africa,tanzania,belgium,ghana,spain,turkey
6544,6544,uk,india,us,australia,germany,france,pakistan,nigeria,canada,italy,brazil,mexico,morocco,turkey,ukraine,portugal,tanzania,poland,egypt,ghana
6545,6545,uk,us,india,canada,pakistan,nigeria,germany,france,australia,turkey,brazil,italy,belgium,ghana,spain,tanzania,poland,indonesia,egypt,south africa
6546,6546,uk,us,india,germany,australia,pakistan,canada,nigeria,france,ukraine,spain,italy,poland,morocco,ghana,brazil,indonesia,turkey,egypt,russia
6547,6547,uk,us,india,canada,germany,france,pakistan,nigeria,australia,italy,tanzania,belgium,morocco,poland,indonesia,russia,south africa,ukraine,spain,turkey
6548,6548,uk,us,india,france,germany,pakistan,nigeria,canada,australia,south africa,egypt,portugal,spain,brazil,belgium,ukraine,turkey,morocco,tanzania,italy
6549,6549,us,uk,india,australia,canada,germany,france,nigeria,pakistan,egypt,brazil,mexico,russia,portugal,ukraine,morocco,turkey,spain,indonesia,poland
6550,6550,us,uk,india,canada,pakistan,germany,australia,nigeria,france,morocco,brazil,spain,portugal,tanzania,mexico,indonesia,russia,ghana,turkey,ukraine
6551,6551,uk,india,us,france,germany,pakistan,canada,nigeria,australia,portugal,turkey,italy,ghana,spain,russia,indonesia,ukraine,mexico,tanzania,brazil
